country_name,indicator_code,country_code,educational_index_id,country_id
Austria,BAR.SCHL.4549.FE,AUT,e944e83c-7014-4969-b2b8-f9f81bf42cab,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.4549,AUT,225ba48b-173d-42c7-b61e-9ee33409e8b5,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.5054.FE,AUT,5c483a6d-253d-4328-a27d-baa8de045dd4,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.5054,AUT,09df5073-da51-485a-9cf7-38b516aea1d9,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.5559.FE,AUT,4a8c208b-abb1-493e-a1a0-8ab4352832a0,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.5559,AUT,3de4b36b-7070-4edd-a52b-108e78c0a61b,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.6064.FE,AUT,524bd612-e032-49b8-bbaa-2102893291b6,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.6064,AUT,7fab4e2f-668d-432a-9bba-2207ca9fffab,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.6569.FE,AUT,17d2d532-b147-40b1-89aa-6770d54bdb4f,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.6569,AUT,45c56b76-e333-4519-858d-f6799eab6b1e,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.7074.FE,AUT,68b2d1b1-adcc-4a3d-beb5-c407ad3315e8,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.7074,AUT,6977f66a-4ed6-4cc5-b08c-c8508ae7234e,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.75UP.FE,AUT,1c12dbb6-f808-493e-b5f3-370932d88770,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.75UP,AUT,68045e8c-d783-49de-a8db-a0db488bd88c,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.NOED.15UP.FE.ZS,AUT,2bfd9dc0-7c5f-49d3-a203-658c7f73f9e3,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.PRM.CMPT.15UP.FE.ZS,AUT,433d02ca-0edf-43d5-bd56-06752aaa1c81,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.PRM.ICMP.15UP.FE.ZS,AUT,f4f5062d-8c75-4f23-b3d3-a305ef0332ac,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SEC.CMPT.15UP.FE.ZS,AUT,90cb40fe-d993-4f55-835b-46b52755c427,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SEC.ICMP.15UP.FE.ZS,AUT,4fed6272-015d-4907-8b7b-2c7ee2839d17,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.TER.CMPT.15UP.FE.ZS,AUT,ed8d2a28-69a5-44cb-ae6f-58f00d7d3c2d,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.TER.ICMP.15UP.FE.ZS,AUT,93bf65c0-5da6-4ccb-9259-ab171bd3d1c4,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.NOED.1519.FE.ZS,AUT,1dfac00a-d365-4d04-83f5-c7e52cd24a04,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.PRM.CMPT.1519.FE.ZS,AUT,451f1419-7de6-41ae-8e17-e8c92e3541ba,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.PRM.ICMP.1519.FE.ZS,AUT,6f10d3bb-cb15-429e-82f4-a4e1967a50e3,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SEC.CMPT.1519.FE.ZS,AUT,adf6eafe-d081-47bb-b441-deb485ee742c,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SEC.ICMP.1519.FE.ZS,AUT,22f4794b-7fd5-4c99-a33e-6b5aac22d858,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.TER.CMPT.1519.FE.ZS,AUT,05aa96a7-a06f-49df-92c5-cc346cc24dd9,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.TER.ICMP.1519.FE.ZS,AUT,1b8fdb72-3b5c-4dd0-af63-b69bb84b0329,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.NOED.2024.FE.ZS,AUT,e6e955fd-8169-42e0-a0cd-9c608e8681c2,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.PRM.CMPT.2024.FE.ZS,AUT,74841ff9-f51d-4145-9c3e-5cd25c01638b,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
